Technique_ID,Technique_Name,Sector,Count_Unique_Sources,Sample_Sources
T1021.001,Remote Desktop Protocol,Technology/IT,8,Cutting Edge(campaign); SolarWinds Compromise(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set)
T1021.001,Remote Desktop Protocol,Telecom,8,Cutting Edge(campaign); SolarWinds Compromise(campaign); APT41(intrusion-set); APT39(intrusion-set); OilRig(intrusion-set)
T1021.001,Remote Desktop Protocol,Transportation/Logistics,11,SolarWinds Compromise(campaign); Kimsuky(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); FIN7(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Education,2,APT41(intrusion-set); Turla(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Energy/Utilities,9,2016 Ukraine Electric Power Attack(campaign); Operation Wocao(campaign); Sandworm Team(intrusion-set); Moses Staff(intrusion-set); Ke3chang(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Finance,12,Cutting Edge(campaign); Operation Wocao(campaign); APT41(intrusion-set); Storm-1811(intrusion-set); Moses Staff(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Government/Public,21,Cutting Edge(campaign); HomeLand Justice(campaign); SolarWinds Compromise(campaign); Operation Wocao(campaign); APT3(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Healthcare,10,APT41(intrusion-set); APT39(intrusion-set); Orangeworm(intrusion-set); Turla(intrusion-set); Deep Panda(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Manufacturing/Industrial,7,Cutting Edge(campaign); SolarWinds Compromise(campaign); Moses Staff(intrusion-set); Aquatic Panda(intrusion-set); Fox Kitten(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Retail/Consumer,11,HomeLand Justice(campaign); Operation Wocao(campaign); APT41(intrusion-set); Orangeworm(intrusion-set); Wizard Spider(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Technology/IT,6,Cutting Edge(campaign); SolarWinds Compromise(campaign); APT41(intrusion-set); Aquatic Panda(intrusion-set); Fox Kitten(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Telecom,7,Cutting Edge(campaign); SolarWinds Compromise(campaign); APT41(intrusion-set); APT39(intrusion-set); Aquatic Panda(intrusion-set)
T1021.002,SMB/Windows Admin Shares,Transportation/Logistics,8,SolarWinds Compromise(campaign); Operation Wocao(campaign); APT41(intrusion-set); Chimera(intrusion-set); APT28(intrusion-set)
T1021.003,Distributed Component Object Model,Government/Public,1,SILENTTRINITY(tool)
T1021.003,Distributed Component Object Model,Retail/Consumer,3,Cobalt Strike(malware); SILENTTRINITY(tool); Empire(tool)
T1021.003,Distributed Component Object Model,Transportation/Logistics,1,Empire(tool)
T1021.004,SSH,Education,1,menuPass(intrusion-set)
T1021.004,SSH,Energy/Utilities,4,menuPass(intrusion-set); FIN7(intrusion-set); OilRig(intrusion-set); Fox Kitten(intrusion-set)
T1021.004,SSH,Finance,9,Cutting Edge(campaign); Indrik Spider(intrusion-set); GCMAN(intrusion-set); menuPass(intrusion-set); Storm-1811(intrusion-set)
T1021.004,SSH,Government/Public,8,Cutting Edge(campaign); menuPass(intrusion-set); APT39(intrusion-set); OilRig(intrusion-set); Aquatic Panda(intrusion-set)
T1021.004,SSH,Healthcare,6,menuPass(intrusion-set); FIN7(intrusion-set); APT39(intrusion-set); Leviathan(intrusion-set); Fox Kitten(intrusion-set)
T1021.004,SSH,Manufacturing/Industrial,6,Cutting Edge(campaign); menuPass(intrusion-set); OilRig(intrusion-set); Aquatic Panda(intrusion-set); Leviathan(intrusion-set)
T1021.004,SSH,Retail/Consumer,6,GCMAN(intrusion-set); FIN7(intrusion-set); Rocke(intrusion-set); FIN13(intrusion-set); Cobalt Strike(malware)
T1021.004,SSH,Technology/IT,4,Cutting Edge(campaign); menuPass(intrusion-set); Aquatic Panda(intrusion-set); Fox Kitten(intrusion-set)
T1021.004,SSH,Telecom,6,Cutting Edge(campaign); Salt Typhoon(intrusion-set); APT39(intrusion-set); OilRig(intrusion-set); Aquatic Panda(intrusion-set)
T1021.004,SSH,Transportation/Logistics,6,menuPass(intrusion-set); FIN7(intrusion-set); Leviathan(intrusion-set); Lazarus Group(intrusion-set); Kinsing(malware)
T1021.005,VNC,Energy/Utilities,2,FIN7(intrusion-set); Fox Kitten(intrusion-set)
T1021.005,VNC,Finance,3,GCMAN(intrusion-set); FIN7(intrusion-set); TrickBot(malware)
T1021.005,VNC,Government/Public,2,Gamaredon Group(intrusion-set); Fox Kitten(intrusion-set)
T1021.005,VNC,Healthcare,2,FIN7(intrusion-set); Fox Kitten(intrusion-set)
T1021.005,VNC,Manufacturing/Industrial,1,Fox Kitten(intrusion-set)
T1021.005,VNC,Retail/Consumer,3,GCMAN(intrusion-set); FIN7(intrusion-set); TrickBot(malware)
T1021.005,VNC,Technology/IT,1,Fox Kitten(intrusion-set)
T1021.005,VNC,Transportation/Logistics,1,FIN7(intrusion-set)
T1021.006,Windows Remote Management,Energy/Utilities,1,Threat Group-3390(intrusion-set)
T1021.006,Windows Remote Management,Finance,2,Wizard Spider(intrusion-set); FIN13(intrusion-set)
T1021.006,Windows Remote Management,Government/Public,3,SolarWinds Compromise(campaign); Threat Group-3390(intrusion-set); SILENTTRINITY(tool)
T1021.006,Windows Remote Management,Healthcare,2,Wizard Spider(intrusion-set); FIN13(intrusion-set)
T1021.006,Windows Remote Management,Manufacturing/Industrial,2,SolarWinds Compromise(campaign); Threat Group-3390(intrusion-set)
T1021.006,Windows Remote Management,Retail/Consumer,4,Wizard Spider(intrusion-set); FIN13(intrusion-set); Cobalt Strike(malware); SILENTTRINITY(tool)
T1021.006,Windows Remote Management,Technology/IT,2,SolarWinds Compromise(campaign); Threat Group-3390(intrusion-set)
T1021.006,Windows Remote Management,Telecom,1,SolarWinds Compromise(campaign)
T1021.006,Windows Remote Management,Transportation/Logistics,2,SolarWinds Compromise(campaign); Chimera(intrusion-set)
T1021.007,Cloud Services,Education,1,APT29(intrusion-set)
T1021.007,Cloud Services,Finance,2,C0027(campaign); Scattered Spider(intrusion-set)
T1021.007,Cloud Services,Government/Public,1,APT29(intrusion-set)
T1021.007,Cloud Services,Healthcare,1,Scattered Spider(intrusion-set)
T1021.007,Cloud Services,Manufacturing/Industrial,2,Scattered Spider(intrusion-set); APT29(intrusion-set)
T1021.007,Cloud Services,Retail/Consumer,2,Scattered Spider(intrusion-set); APT29(intrusion-set)
T1021.007,Cloud Services,Technology/IT,1,Scattered Spider(intrusion-set)
T1021.007,Cloud Services,Telecom,2,C0027(campaign); Scattered Spider(intrusion-set)
T1021.007,Cloud Services,Transportation/Logistics,1,APT29(intrusion-set)
T1025,Data from Removable Media,Education,1,Turla(intrusion-set)
T1025,Data from Removable Media,Energy/Utilities,1,OilRig(intrusion-set)
T1025,Data from Removable Media,Finance,1,OilRig(intrusion-set)
T1025,Data from Removable Media,Government/Public,5,Gamaredon Group(intrusion-set); OilRig(intrusion-set); Turla(intrusion-set); APT28(intrusion-set); AppleSeed(malware)
T1025,Data from Removable Media,Healthcare,1,Turla(intrusion-set)
T1025,Data from Removable Media,Manufacturing/Industrial,1,OilRig(intrusion-set)
T1025,Data from Removable Media,Retail/Consumer,3,InvisiMole(malware); Remsec(malware); Rover(malware)
T1025,Data from Removable Media,Telecom,1,OilRig(intrusion-set)
T1025,Data from Removable Media,Transportation/Logistics,1,APT28(intrusion-set)
T1027,Obfuscated Files or Information,Education,3,Kimsuky(intrusion-set); APT41(intrusion-set); Earth Lusca(intrusion-set)
T1027,Obfuscated Files or Information,Energy/Utilities,12,2016 Ukraine Electric Power Attack(campaign); Sandworm Team(intrusion-set); Ke3chang(intrusion-set); EKANS(malware); Gootloader(malware)
T1027,Obfuscated Files or Information,Finance,20,GALLIUM(intrusion-set); APT41(intrusion-set); RedCurl(intrusion-set); APT-C-36(intrusion-set); Earth Lusca(intrusion-set)
T1027,Obfuscated Files or Information,Government/Public,29,C0017(campaign); GALLIUM(intrusion-set); APT3(intrusion-set); Kimsuky(intrusion-set); Gamaredon Group(intrusion-set)
T1027,Obfuscated Files or Information,Healthcare,4,APT41(intrusion-set); EKANS(malware); Gootloader(malware); PUNCHBUGGY(malware)
T1027,Obfuscated Files or Information,Manufacturing/Industrial,12,Kimsuky(intrusion-set); APT-C-36(intrusion-set); EKANS(malware); AvosLocker(malware); RegDuke(malware)
T1027,Obfuscated Files or Information,Retail/Consumer,16,APT41(intrusion-set); Rocke(intrusion-set); BlackOasis(intrusion-set); TrickBot(malware); Bumblebee(malware)
T1027,Obfuscated Files or Information,Technology/IT,3,APT41(intrusion-set); Cuba(malware); AppleJeus(malware)
T1027,Obfuscated Files or Information,Telecom,6,GALLIUM(intrusion-set); APT41(intrusion-set); BackdoorDiplomacy(intrusion-set); Earth Lusca(intrusion-set); Turian(malware)
T1027,Obfuscated Files or Information,Transportation/Logistics,15,Kimsuky(intrusion-set); APT41(intrusion-set); APT37(intrusion-set); APT-C-36(intrusion-set); BlackOasis(intrusion-set)
T1027.001,Binary Padding,Education,1,APT29(intrusion-set)
T1027.001,Binary Padding,Finance,5,Emotet(malware); Javali(malware); Black Basta(malware); Grandoreiro(malware); QakBot(malware)
T1027.001,Binary Padding,Government/Public,5,Patchwork(intrusion-set); Higaisa(intrusion-set); Leviathan(intrusion-set); APT29(intrusion-set); BRONZE BUTLER(intrusion-set)
T1027.001,Binary Padding,Healthcare,1,Leviathan(intrusion-set)
T1027.001,Binary Padding,Manufacturing/Industrial,4,Leviathan(intrusion-set); APT29(intrusion-set); BRONZE BUTLER(intrusion-set); TAINTEDSCRIBE(malware)
T1027.001,Binary Padding,Retail/Consumer,2,APT29(intrusion-set); Black Basta(malware)
T1027.001,Binary Padding,Technology/IT,1,BRONZE BUTLER(intrusion-set)
T1027.001,Binary Padding,Transportation/Logistics,5,Leviathan(intrusion-set); APT29(intrusion-set); Javali(malware); TAINTEDSCRIBE(malware); Grandoreiro(malware)
T1027.002,Software Packing,Education,5,Kimsuky(intrusion-set); APT41(intrusion-set); Aoqin Dragon(intrusion-set); APT29(intrusion-set); Clop(malware)
T1027.002,Software Packing,Energy/Utilities,8,Operation Dust Storm(campaign); Operation Spalax(campaign); 2016 Ukraine Electric Power Attack(campaign); Night Dragon(campaign); Threat Group-3390(intrusion-set)
T1027.002,Software Packing,Finance,18,Operation Dust Storm(campaign); Operation Spalax(campaign); Night Dragon(campaign); APT38(intrusion-set); GALLIUM(intrusion-set)
T1027.002,Software Packing,Government/Public,27,Operation Dream Job(campaign); Operation Dust Storm(campaign); Operation Spalax(campaign); C0017(campaign); Elderwood(intrusion-set)
T1027.002,Software Packing,Healthcare,4,APT41(intrusion-set); APT39(intrusion-set); Bazar(malware); Clop(malware)
T1027.002,Software Packing,Manufacturing/Industrial,10,Night Dragon(campaign); Elderwood(intrusion-set); Kimsuky(intrusion-set); TA2541(intrusion-set); APT29(intrusion-set)
T1027.002,Software Packing,Retail/Consumer,9,Volt Typhoon(intrusion-set); APT41(intrusion-set); Rocke(intrusion-set); APT29(intrusion-set); TrickBot(malware)
T1027.002,Software Packing,Technology/IT,5,Elderwood(intrusion-set); Volt Typhoon(intrusion-set); APT41(intrusion-set); Threat Group-3390(intrusion-set); Cuba(malware)
T1027.002,Software Packing,Telecom,5,GALLIUM(intrusion-set); APT41(intrusion-set); APT39(intrusion-set); Aoqin Dragon(intrusion-set); Clop(malware)
T1027.002,Software Packing,Transportation/Logistics,15,Operation Dust Storm(campaign); Operation Spalax(campaign); APT38(intrusion-set); Elderwood(intrusion-set); Kimsuky(intrusion-set)
T1027.003,Steganography,Education,2,Earth Lusca(intrusion-set); Bandook(malware)
T1027.003,Steganography,Energy/Utilities,4,Operation Spalax(campaign); MuddyWater(intrusion-set); RDAT(malware); Bandook(malware)
T1027.003,Steganography,Finance,7,Operation Spalax(campaign); Andariel(intrusion-set); TA551(intrusion-set); Earth Lusca(intrusion-set); ProLock(malware)
T1027.003,Steganography,Government/Public,10,Operation Spalax(campaign); Operation Ghost(campaign); MuddyWater(intrusion-set); Andariel(intrusion-set); Tropic Trooper(intrusion-set)
T1027.003,Steganography,Healthcare,3,Tropic Trooper(intrusion-set); Leviathan(intrusion-set); Bandook(malware)
T1027.003,Steganography,Manufacturing/Industrial,3,Leviathan(intrusion-set); BRONZE BUTLER(intrusion-set); RegDuke(malware)
T1027.003,Steganography,Technology/IT,1,BRONZE BUTLER(intrusion-set)
T1027.003,Steganography,Telecom,3,MuddyWater(intrusion-set); Earth Lusca(intrusion-set); RDAT(malware)
T1027.003,Steganography,Transportation/Logistics,5,Operation Spalax(campaign); Andariel(intrusion-set); APT37(intrusion-set); Tropic Trooper(intrusion-set); Leviathan(intrusion-set)
T1027.004,Compile After Delivery,Energy/Utilities,1,MuddyWater(intrusion-set)
T1027.004,Compile After Delivery,Government/Public,2,MuddyWater(intrusion-set); Gamaredon Group(intrusion-set)
T1027.004,Compile After Delivery,Retail/Consumer,1,Rocke(intrusion-set)
T1027.004,Compile After Delivery,Telecom,1,MuddyWater(intrusion-set)
T1027.004,Compile After Delivery,Transportation/Logistics,1,Sea Turtle(intrusion-set)
T1027.005,Indicator Removal from Tools,Education,1,Turla(intrusion-set)
T1027.005,Indicator Removal from Tools,Energy/Utilities,2,Operation Wocao(campaign); OilRig(intrusion-set)
T1027.005,Indicator Removal from Tools,Finance,5,Operation Wocao(campaign); GALLIUM(intrusion-set); OilRig(intrusion-set); Deep Panda(intrusion-set); QakBot(malware)
T1027.005,Indicator Removal from Tools,Government/Public,7,Operation Wocao(campaign); GALLIUM(intrusion-set); APT3(intrusion-set); Patchwork(intrusion-set); OilRig(intrusion-set)
T1027.005,Indicator Removal from Tools,Healthcare,2,Turla(intrusion-set); Deep Panda(intrusion-set)
T1027.005,Indicator Removal from Tools,Manufacturing/Industrial,1,OilRig(intrusion-set)
T1027.005,Indicator Removal from Tools,Retail/Consumer,3,Operation Wocao(campaign); InvisiMole(malware); Cobalt Strike(malware)
T1027.005,Indicator Removal from Tools,Telecom,3,GALLIUM(intrusion-set); OilRig(intrusion-set); Deep Panda(intrusion-set)
T1027.005,Indicator Removal from Tools,Transportation/Logistics,1,Operation Wocao(campaign)
T1027.006,HTML Smuggling,Education,1,APT29(intrusion-set)
T1027.006,HTML Smuggling,Finance,1,QakBot(malware)
T1027.006,HTML Smuggling,Government/Public,1,APT29(intrusion-set)
T1027.006,HTML Smuggling,Manufacturing/Industrial,1,APT29(intrusion-set)
T1027.006,HTML Smuggling,Retail/Consumer,1,APT29(intrusion-set)
T1027.006,HTML Smuggling,Transportation/Logistics,1,APT29(intrusion-set)
T1027.007,Dynamic API Resolution,Finance,1,AvosLocker(malware)
T1027.007,Dynamic API Resolution,Government/Public,1,AvosLocker(malware)
T1027.007,Dynamic API Resolution,Healthcare,1,Bazar(malware)
T1027.007,Dynamic API Resolution,Manufacturing/Industrial,2,AvosLocker(malware); Bazar(malware)
T1027.007,Dynamic API Resolution,Transportation/Logistics,2,Lazarus Group(intrusion-set); Bazar(malware)
T1027.009,Embedded Payloads,Education,1,C0021(campaign)
T1027.009,Embedded Payloads,Energy/Utilities,1,C0021(campaign)
T1027.009,Embedded Payloads,Finance,6,TA577(intrusion-set); Moonstone Sleet(intrusion-set); Emotet(malware); BADHATCH(malware); IcedID(malware)
T1027.009,Embedded Payloads,Government/Public,2,C0021(campaign); Pikabot(malware)
T1027.009,Embedded Payloads,Healthcare,1,C0021(campaign)
T1027.009,Embedded Payloads,Manufacturing/Industrial,3,Uroburos(malware); ComRAT(malware); Dtrack(malware)
T1027.009,Embedded Payloads,Retail/Consumer,2,BADHATCH(malware); MultiLayer Wiper(malware)
T1027.009,Embedded Payloads,Technology/IT,1,BADHATCH(malware)
T1027.009,Embedded Payloads,Transportation/Logistics,2,Lazarus Group(intrusion-set); SMOKEDHAM(malware)
T1027.010,Command Obfuscation,Education,3,C0021(campaign); Turla(intrusion-set); APT19(intrusion-set)
T1027.010,Command Obfuscation,Energy/Utilities,10,C0021(campaign); Operation Wocao(campaign); MuddyWater(intrusion-set); FIN7(intrusion-set); Sandworm Team(intrusion-set)
T1027.010,Command Obfuscation,Finance,17,Operation Wocao(campaign); FIN6(intrusion-set); FIN7(intrusion-set); TA551(intrusion-set); GOLD SOUTHFIELD(intrusion-set)
T1027.010,Command Obfuscation,Government/Public,17,C0021(campaign); Operation Wocao(campaign); Patchwork(intrusion-set); APT32(intrusion-set); MuddyWater(intrusion-set)
T1027.010,Command Obfuscation,Healthcare,9,C0021(campaign); FIN6(intrusion-set); FIN7(intrusion-set); Turla(intrusion-set); Fox Kitten(intrusion-set)
T1027.010,Command Obfuscation,Manufacturing/Industrial,5,Operation CuckooBees(campaign); Aquatic Panda(intrusion-set); Fox Kitten(intrusion-set); APT19(intrusion-set); ComRAT(malware)
T1027.010,Command Obfuscation,Retail/Consumer,10,C0018(campaign); Operation Wocao(campaign); FIN6(intrusion-set); FIN7(intrusion-set); Wizard Spider(intrusion-set)
T1027.010,Command Obfuscation,Technology/IT,7,Operation CuckooBees(campaign); Aquatic Panda(intrusion-set); Fox Kitten(intrusion-set); FIN8(intrusion-set); BADHATCH(malware)
T1027.010,Command Obfuscation,Telecom,4,MuddyWater(intrusion-set); Aquatic Panda(intrusion-set); HEXANE(intrusion-set); APT19(intrusion-set)
T1027.010,Command Obfuscation,Transportation/Logistics,7,Operation Wocao(campaign); FIN7(intrusion-set); Chimera(intrusion-set); LazyScripter(intrusion-set); Cobalt Group(intrusion-set)
T1027.011,Fileless Storage,Education,1,Turla(intrusion-set)
T1027.011,Fileless Storage,Energy/Utilities,2,QUADAGENT(malware); REvil(malware)
T1027.011,Fileless Storage,Finance,5,Volgmer(malware); Chaes(malware); Grandoreiro(malware); Pillowmint(malware); QakBot(malware)
T1027.011,Fileless Storage,Government/Public,5,APT32(intrusion-set); Turla(intrusion-set); Pikabot(malware); ThreatNeedle(malware); Volgmer(malware)
T1027.011,Fileless Storage,Healthcare,1,Turla(intrusion-set)
T1027.011,Fileless Storage,Manufacturing/Industrial,6,Operation CuckooBees(campaign); RegDuke(malware); Uroburos(malware); REvil(malware); ComRAT(malware)
T1027.011,Fileless Storage,Retail/Consumer,2,Chaes(malware); Sibot(malware)
T1027.011,Fileless Storage,Technology/IT,1,Operation CuckooBees(campaign)
T1027.011,Fileless Storage,Transportation/Logistics,2,Grandoreiro(malware); REvil(malware)
T1027.013,Encrypted/Encoded File,Education,3,ShadowRay(campaign); menuPass(intrusion-set); APT19(intrusion-set)
T1027.013,Encrypted/Encoded File,Energy/Utilities,18,Operation Dust Storm(campaign); Operation Spalax(campaign); Outer Space(campaign); Night Dragon(campaign); menuPass(intrusion-set)
