No,Technique_ID,Freq_Group,Freq_Campaign,Freq_Software,Freq_Total,Freq_BinScore,No_Mitigation_Flag,No_PCD_Flag,Applicable,Freq_Group_Pct,Freq_Campaign_Pct,Freq_Software_Pct,Freq_Total_Pct,Unnamed: 14,TID_root,Tactic_ID,Ito_Threat_Category,Step,Freq_Total_Pct_BIN5,Pi_freq,Detection_DataSources_Count,Detection_DataSources_List
522,T1546.007,0,0,1,1,1,1,0,1,0,0,0.01,0.007,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,Command: Command Execution; Windows Registry: Windows Registry Key Modification; Module: Module Load; Process: Process Creation
523,T1546.009,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,5,Module: Module Load; Command: Command Execution; Process: OS API Execution; Windows Registry: Windows Registry Key Modification; Process: Process Creation
524,T1546.013,1,0,0,1,1,0,0,1,0.025,0,0,0.007,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,File: File Modification; Command: Command Execution; Process: Process Creation; File: File Creation
525,T1546.016,0,0,1,1,1,1,0,1,0,0,0.01,0.007,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,3,Process: Process Creation; Command: Command Execution; File: File Creation
526,T1547.002,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1547,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,3,Command: Command Execution; Windows Registry: Windows Registry Key Modification; Module: Module Load
527,T1547.014,0,0,1,1,1,1,0,1,0,0,0.01,0.007,,T1547,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,Command: Command Execution; Windows Registry: Windows Registry Key Creation; Process: Process Creation; Windows Registry: Windows Registry Key Modification
528,T1548,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1548,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,8,Process: Process Creation; User Account: User Account Modification; Command: Command Execution; Process: OS API Execution; File: File Modification; Process: Process Metadata; File: File Metadata; Windows Registry: Windows Registry Key Modification
529,T1548.004,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1548,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,2,Process: Process Creation; Process: OS API Execution
530,T1548.006,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1548,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,3,Command: Command Execution; File: File Modification; Process: Process Creation
531,T1552.003,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1552,credential-access,Secondary Intrusion,S3,1,0.18,2,File: File Access; Command: Command Execution
532,T1552.007,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1552,credential-access,Secondary Intrusion,S3,1,0.18,2,User Account: User Account Authentication; Command: Command Execution
533,T1552.008,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1552,credential-access,Secondary Intrusion,S3,1,0.18,1,Application Log: Application Log Content
534,T1553,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1553,defense-evasion,Secondary Action,S2,1,0.18,7,Module: Module Load; Windows Registry: Windows Registry Key Creation; File: File Metadata; Command: Command Execution; Process: Process Creation; File: File Modification; Windows Registry: Windows Registry Key Modification
535,T1555.002,0,0,1,1,1,1,1,0,0,0,0.01,0.007,,T1555,credential-access,Secondary Intrusion,S3,1,0.18,2,Command: Command Execution; Process: Process Access
536,T1556.009,1,0,0,1,1,0,0,1,0.025,0,0,0.007,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,1,0.18,2,Active Directory: Active Directory Object Modification; Cloud Service: Cloud Service Modification
537,T1557.004,1,0,0,1,1,0,0,1,0.025,0,0,0.007,,T1557,"collection, credential-access",Secondary Action,S2,1,0.18,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
538,T1558,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1558,credential-access,Secondary Intrusion,S3,1,0.18,4,Command: Command Execution; Logon Session: Logon Session Metadata; Active Directory: Active Directory Credential Request; File: File Access
539,T1558.004,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1558,credential-access,Secondary Intrusion,S3,1,0.18,1,Active Directory: Active Directory Credential Request
540,T1558.005,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1558,credential-access,Secondary Intrusion,S3,1,0.18,1,File: File Access
541,T1562.007,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1562,defense-evasion,Secondary Action,S2,1,0.18,2,Firewall: Firewall Disable; Firewall: Firewall Rule Modification
542,T1562.012,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1562,defense-evasion,Secondary Action,S2,1,0.18,5,Process: OS API Execution; File: File Modification; Command: Command Execution; File: File Deletion; Process: Process Modification
543,T1564.012,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1564,defense-evasion,Secondary Action,S2,1,0.18,1,File: File Creation
544,T1564.013,0,1,0,1,1,1,1,0,0,0.111,0,0.007,,T1564,defense-evasion,Secondary Action,S2,1,0.18,3,File: File Creation; Command: Command Execution; Process: OS API Execution
545,T1565,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1565,impact,Final Impact,S4,1,0.18,7,Process: OS API Execution; Network Traffic: Network Traffic Content; File: File Creation; Network Traffic: Network Traffic Flow; File: File Deletion; File: File Modification; File: File Metadata
546,T1565.003,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1565,impact,Final Impact,S4,1,0.18,5,File: File Modification; File: File Deletion; Process: OS API Execution; File: File Metadata; File: File Creation
547,T1567.001,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1567,exfiltration,Final Impact,S4,1,0.18,4,Command: Command Execution; Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow; File: File Access
548,T1568.003,1,0,0,1,1,1,1,0,0.025,0,0,0.007,,T1568,command-and-control,Secondary Intrusion,S3,1,0.18,1,Network Traffic: Network Traffic Content
549,T1569.003,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1569,execution,Secondary Intrusion,S3,1,0.18,4,Command: Command Execution; Process: Process Creation; Service: Service Creation; File: File Modification
550,T1574.004,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,1,0.18,3,Module: Module Load; File: File Creation; File: File Modification
551,T1574.010,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,1,0.18,4,File: File Modification; File: File Creation; Process: Process Creation; Service: Service Metadata
552,T1574.011,0,1,0,1,1,0,0,1,0,0.111,0,0.007,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,1,0.18,4,Windows Registry: Windows Registry Key Modification; Service: Service Modification; Command: Command Execution; Process: Process Creation
553,T1574.014,0,0,1,1,1,0,0,1,0,0,0.01,0.007,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,1,0.18,3,Module: Module Load; File: File Creation; Process: Process Creation
554,T1578.001,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1578,defense-evasion,Secondary Action,S2,1,0.18,2,Snapshot: Snapshot Creation; Snapshot: Snapshot Metadata
555,T1578.003,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1578,defense-evasion,Secondary Action,S2,1,0.18,2,Instance: Instance Metadata; Instance: Instance Deletion
556,T1583.007,0,1,0,1,1,0,1,0,0,0.111,0,0.007,,T1583,resource-development,Preparation,S0,1,0.18,1,Internet Scan: Response Content
557,T1590.006,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1590,reconnaissance,Preparation,S0,1,0.18,0,
558,T1591.001,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1591,reconnaissance,Preparation,S0,1,0.18,0,
559,T1592,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1592,reconnaissance,Preparation,S0,1,0.18,1,Internet Scan: Response Content
560,T1592.004,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1592,reconnaissance,Preparation,S0,1,0.18,1,Internet Scan: Response Content
561,T1595,0,1,0,1,1,0,1,0,0,0.111,0,0.007,,T1595,reconnaissance,Preparation,S0,1,0.18,2,Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
562,T1597,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1597,reconnaissance,Preparation,S0,1,0.18,0,
563,T1597.002,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1597,reconnaissance,Preparation,S0,1,0.18,0,
564,T1598.001,0,1,0,1,1,0,1,0,0,0.111,0,0.007,,T1598,reconnaissance,Preparation,S0,1,0.18,3,Application Log: Application Log Content; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
565,T1601.001,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1601,defense-evasion,Secondary Action,S2,1,0.18,1,File: File Modification
566,T1602.002,1,0,0,1,1,0,0,1,0.025,0,0,0.007,,T1602,collection,Secondary Action,S2,1,0.18,2,Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Content
567,T1606.001,0,1,0,1,1,0,1,0,0,0.111,0,0.007,,T1606,credential-access,Secondary Intrusion,S3,1,0.18,2,Logon Session: Logon Session Creation; Web Credential: Web Credential Usage
568,T1608,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1608,resource-development,Preparation,S0,1,0.18,1,Internet Scan: Response Content
569,T1608.003,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1608,resource-development,Preparation,S0,1,0.18,1,Internet Scan: Response Content
570,T1608.006,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1608,resource-development,Preparation,S0,1,0.18,1,Internet Scan: Response Content
571,T1648,0,0,1,1,1,0,1,0,0,0,0.01,0.007,,T1648,execution,Secondary Intrusion,S3,1,0.18,2,Cloud Service: Cloud Service Modification; Application Log: Application Log Content
572,T1667,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1667,impact,Final Impact,S4,1,0.18,3,Application Log: Application Log Content; Network Traffic: Network Traffic Flow; File: File Creation
573,T1673,0,0,1,1,1,1,0,1,0,0,0.01,0.007,,T1673,discovery,Secondary Action,S2,1,0.18,1,Command: Command Execution
574,T1674,1,0,0,1,1,0,1,0,0.025,0,0,0.007,,T1674,execution,Secondary Intrusion,S3,1,0.18,3,Process: Process Creation; Script: Script Execution; Drive: Drive Creation
575,T1011,0,0,0,0,0,0,1,0,0,0,0,0,,T1011,exfiltration,Final Impact,S4,1,0.18,5,Network Traffic: Network Traffic Flow; Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Content; File: File Access; Command: Command Execution
576,T1020.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1020,exfiltration,Final Impact,S4,1,0.18,2,Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Flow
577,T1021.008,0,0,0,0,0,0,1,0,0,0,0,0,,T1021,lateral-movement,Secondary Action,S2,1,0.18,1,Logon Session: Logon Session Creation
578,T1027.012,0,0,0,0,0,0,1,0,0,0,0,0,,T1027,defense-evasion,Secondary Action,S2,1,0.18,2,File: File Metadata; File: File Creation
579,T1027.017,0,0,0,0,0,0,1,0,0,0,0,0,,T1027,defense-evasion,Secondary Action,S2,1,0.18,1,File: File Creation
580,T1037.002,0,0,0,0,0,0,0,1,0,0,0,0,,T1037,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,File: File Creation; File: File Modification; Process: Process Creation; Command: Command Execution
581,T1037.003,0,0,0,0,0,0,0,1,0,0,0,0,,T1037,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,5,Command: Command Execution; Active Directory: Active Directory Object Modification; File: File Modification; Process: Process Creation; File: File Creation
582,T1048.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1048,exfiltration,Final Impact,S4,1,0.18,5,Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content; Command: Command Execution; File: File Access; Network Traffic: Network Connection Creation
583,T1052,0,0,0,0,0,0,1,0,0,0,0,0,,T1052,exfiltration,Final Impact,S4,1,0.18,4,File: File Access; Drive: Drive Creation; Process: Process Creation; Command: Command Execution
584,T1053.006,0,0,0,0,0,0,0,1,0,0,0,0,,T1053,"execution, persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,File: File Modification; Process: Process Creation; Command: Command Execution; Scheduled Job: Scheduled Job Creation
585,T1053.007,0,0,0,0,0,0,0,1,0,0,0,0,,T1053,"execution, persistence, privilege-escalation",Secondary Action,S2,1,0.18,3,File: File Creation; Container: Container Creation; Scheduled Job: Scheduled Job Creation
586,T1055.014,0,0,0,0,0,0,1,0,0,0,0,0,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,2,Process: OS API Execution; Module: Module Load
587,T1070.010,0,0,0,0,0,1,1,0,0,0,0,0,,T1070,defense-evasion,Secondary Action,S2,1,0.18,1,File: File Modification
588,T1098.006,0,0,0,0,0,0,0,1,0,0,0,0,,T1098,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,1,User Account: User Account Modification
589,T1127,0,0,0,0,0,0,1,0,0,0,0,0,,T1127,defense-evasion,Secondary Action,S2,1,0.18,4,Command: Command Execution; Module: Module Load; Process: Process Metadata; Process: Process Creation
590,T1127.002,0,0,0,0,0,0,1,0,0,0,0,0,,T1127,defense-evasion,Secondary Action,S2,1,0.18,4,Process: Process Creation; Command: Command Execution; Process: Process Metadata; Module: Module Load
591,T1127.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1127,defense-evasion,Secondary Action,S2,1,0.18,1,Process: Process Creation
592,T1176,0,0,0,0,0,0,0,1,0,0,0,0,,T1176,persistence,Secondary Action,S2,1,0.18,6,Process: Process Creation; Network Traffic: Network Traffic Flow; Command: Command Execution; File: File Creation; Network Traffic: Network Connection Creation; Windows Registry: Windows Registry Key Creation
593,T1176.002,0,0,0,0,0,0,0,1,0,0,0,0,,T1176,persistence,Secondary Action,S2,1,0.18,2,Process: Process Creation; Network Traffic: Network Traffic Flow
594,T1195.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1195,initial-access,Initial Access,S1,1,0.18,1,Sensor Health: Host Status
595,T1204.004,0,0,0,0,0,0,1,0,0,0,0,0,,T1204,execution,Secondary Intrusion,S3,1,0.18,5,File: File Creation; Network Traffic: Network Traffic Content; Command: Command Execution; Process: Process Creation; Network Traffic: Network Connection Creation
596,T1213.004,0,0,0,0,0,0,0,1,0,0,0,0,,T1213,collection,Secondary Action,S2,1,0.18,2,Logon Session: Logon Session Creation; Application Log: Application Log Content
597,T1216,0,0,0,0,0,0,1,0,0,0,0,0,,T1216,defense-evasion,Secondary Action,S2,1,0.18,3,Command: Command Execution; Process: Process Creation; Script: Script Execution
598,T1216.002,0,0,0,0,0,0,1,0,0,0,0,0,,T1216,defense-evasion,Secondary Action,S2,1,0.18,3,Script: Script Execution; Command: Command Execution; Process: Process Creation
599,T1218.013,0,0,0,0,0,0,1,0,0,0,0,0,,T1218,defense-evasion,Secondary Action,S2,1,0.18,2,Command: Command Execution; Process: Process Creation
600,T1219.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1219,command-and-control,Secondary Intrusion,S3,1,0.18,3,Process: Process Creation; Network Traffic: Network Connection Creation; File: File Creation
601,T1219.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1219,command-and-control,Secondary Intrusion,S3,1,0.18,1,Drive: Drive Creation
602,T1222,0,0,0,0,0,0,1,0,0,0,0,0,,T1222,defense-evasion,Secondary Action,S2,1,0.18,4,Process: Process Creation; Active Directory: Active Directory Object Modification; Command: Command Execution; File: File Metadata
603,T1484,0,0,0,0,0,0,1,0,0,0,0,0,,T1484,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,5,Active Directory: Active Directory Object Deletion; Active Directory: Active Directory Object Creation; Command: Command Execution; Active Directory: Active Directory Object Modification; Application Log: Application Log Content
604,T1485.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1485,impact,Final Impact,S4,1,0.18,1,Cloud Storage: Cloud Storage Modification
605,T1491,0,0,0,0,0,0,1,0,0,0,0,0,,T1491,impact,Final Impact,S4,1,0.18,4,Network Traffic: Network Traffic Content; File: File Creation; Application Log: Application Log Content; File: File Modification
606,T1496,0,0,0,0,0,1,1,0,0,0,0,0,,T1496,impact,Final Impact,S4,1,0.18,9,Cloud Service: Cloud Service Modification; Application Log: Application Log Content; Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow; File: File Creation; Network Traffic: Network Connection Creation; Sensor Health: Host Status; Process: Process Creation; Command: Command Execution
607,T1496.002,0,0,0,0,0,1,1,0,0,0,0,0,,T1496,impact,Final Impact,S4,1,0.18,6,Network Traffic: Network Traffic Flow; File: File Creation; Command: Command Execution; Process: Process Creation; Network Traffic: Network Traffic Content; Network Traffic: Network Connection Creation
608,T1496.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1496,impact,Final Impact,S4,1,0.18,1,Application Log: Application Log Content
609,T1496.004,0,0,0,0,0,1,1,0,0,0,0,0,,T1496,impact,Final Impact,S4,1,0.18,2,Cloud Service: Cloud Service Modification; Application Log: Application Log Content
610,T1498.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1498,impact,Final Impact,S4,1,0.18,2,Network Traffic: Network Traffic Flow; Sensor Health: Host Status
611,T1498.002,0,0,0,0,0,0,1,0,0,0,0,0,,T1498,impact,Final Impact,S4,1,0.18,2,Sensor Health: Host Status; Network Traffic: Network Traffic Flow
612,T1499.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1499,impact,Final Impact,S4,1,0.18,3,Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content; Sensor Health: Host Status
613,T1499.002,0,0,0,0,0,0,1,0,0,0,0,0,,T1499,impact,Final Impact,S4,1,0.18,4,Application Log: Application Log Content; Sensor Health: Host Status; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
614,T1499.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1499,impact,Final Impact,S4,1,0.18,4,Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content; Sensor Health: Host Status; Application Log: Application Log Content
615,T1505,0,0,0,0,0,0,0,1,0,0,0,0,,T1505,persistence,Secondary Action,S2,1,0.18,7,Network Traffic: Network Traffic Flow; Application Log: Application Log Content; File: File Modification; File: File Creation; Process: Process Creation; Command: Command Execution; Network Traffic: Network Traffic Content
616,T1505.005,0,0,0,0,0,0,0,1,0,0,0,0,,T1505,persistence,Secondary Action,S2,1,0.18,5,Module: Module Load; Command: Command Execution; File: File Modification; Windows Registry: Windows Registry Key Modification; Process: Process Creation
617,T1505.006,0,0,0,0,0,0,0,1,0,0,0,0,,T1505,persistence,Secondary Action,S2,1,0.18,2,Command: Command Execution; Application Log: Application Log Content
618,T1525,0,0,0,0,0,0,0,1,0,0,0,0,,T1525,persistence,Secondary Action,S2,1,0.18,3,Image: Image Metadata; Image: Image Creation; Image: Image Modification
619,T1535,0,0,0,0,0,0,1,0,0,0,0,0,,T1535,defense-evasion,Secondary Action,S2,1,0.18,2,Instance: Instance Creation; Instance: Instance Metadata
620,T1542,0,0,0,0,0,0,0,1,0,0,0,0,,T1542,"defense-evasion, persistence",Secondary Action,S2,1,0.18,8,Drive: Drive Modification; File: File Modification; Network Traffic: Network Connection Creation; File: File Creation; Process: OS API Execution; Driver: Driver Metadata; Command: Command Execution; Firmware: Firmware Modification
621,T1542.004,0,0,0,0,0,0,0,1,0,0,0,0,,T1542,"defense-evasion, persistence",Secondary Action,S2,1,0.18,1,Firmware: Firmware Modification
622,T1542.005,0,0,0,0,0,0,0,1,0,0,0,0,,T1542,"defense-evasion, persistence",Secondary Action,S2,1,0.18,3,Command: Command Execution; Network Traffic: Network Connection Creation; Firmware: Firmware Modification
623,T1543.005,0,0,0,0,0,0,0,1,0,0,0,0,,T1543,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,2,Command: Command Execution; Container: Container Creation
624,T1546.005,0,0,0,0,0,1,0,1,0,0,0,0,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,File: File Creation; Process: Process Creation; Command: Command Execution; File: File Modification
625,T1546.006,0,0,0,0,0,0,0,1,0,0,0,0,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,5,Command: Command Execution; File: File Metadata; Process: Process Creation; File: File Modification; Module: Module Load
626,T1546.014,0,0,0,0,0,0,0,1,0,0,0,0,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,File: File Creation; Command: Command Execution; Process: Process Creation; File: File Modification
627,T1546.017,0,0,0,0,0,1,0,1,0,0,0,0,,T1546,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,2,Process: Process Creation; File: File Modification
628,T1547.003,0,0,0,0,0,0,0,1,0,0,0,0,,T1547,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,Process: Process Creation; Command: Command Execution; Windows Registry: Windows Registry Key Modification; Module: Module Load
629,T1547.007,0,0,0,0,0,0,0,1,0,0,0,0,,T1547,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,2,Command: Command Execution; File: File Modification
630,T1547.010,0,0,0,0,0,1,0,1,0,0,0,0,,T1547,"persistence, privilege-escalation",Secondary Action,S2,1,0.18,4,Windows Registry: Windows Registry Key Modification; File: File Creation; Module: Module Load; Process: OS API Execution
631,T1548.005,0,0,0,0,0,0,1,0,0,0,0,0,,T1548,"defense-evasion, privilege-escalation",Secondary Action,S2,1,0.18,1,User Account: User Account Modification
632,T1553.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1553,defense-evasion,Secondary Action,S2,1,0.18,3,Windows Registry: Windows Registry Key Modification; Module: Module Load; File: File Modification
633,T1556.005,0,0,0,0,0,0,0,1,0,0,0,0,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,1,0.18,4,Active Directory: Active Directory Object Modification; Command: Command Execution; User Account: User Account Metadata; Script: Script Execution
634,T1556.008,0,0,0,0,0,0,0,1,0,0,0,0,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,1,0.18,4,Windows Registry: Windows Registry Key Creation; Windows Registry: Windows Registry Key Modification; Process: OS API Execution; File: File Creation
635,T1557.003,0,0,0,0,0,0,0,1,0,0,0,0,,T1557,"collection, credential-access",Secondary Action,S2,1,0.18,3,Network Traffic: Network Traffic Content; Application Log: Application Log Content; Network Traffic: Network Traffic Flow
636,T1559.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1559,execution,Secondary Intrusion,S3,1,0.18,1,Process: Process Access
637,T1561,0,0,0,0,0,0,1,0,0,0,0,0,,T1561,impact,Final Impact,S4,1,0.18,5,Driver: Driver Load; Drive: Drive Access; Command: Command Execution; Drive: Drive Modification; Process: Process Creation
638,T1562.011,0,0,0,0,0,0,1,0,0,0,0,0,,T1562,defense-evasion,Secondary Action,S2,1,0.18,2,Process: Process Creation; Sensor Health: Host Status
639,T1563,0,0,0,0,0,0,1,0,0,0,0,0,,T1563,lateral-movement,Secondary Action,S2,1,0.18,5,Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content; Command: Command Execution; Process: Process Creation; Logon Session: Logon Session Creation
640,T1563.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1563,lateral-movement,Secondary Action,S2,1,0.18,5,Process: Process Creation; Network Traffic: Network Traffic Content; Command: Command Execution; Logon Session: Logon Session Creation; Network Traffic: Network Traffic Flow
641,T1564.007,0,0,0,0,0,0,1,0,0,0,0,0,,T1564,defense-evasion,Secondary Action,S2,1,0.18,2,File: File Metadata; Script: Script Execution
642,T1564.014,0,0,0,0,0,0,1,0,0,0,0,0,,T1564,defense-evasion,Secondary Action,S2,1,0.18,3,Command: Command Execution; File: File Metadata; Process: Process Creation
643,T1567.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1567,exfiltration,Final Impact,S4,1,0.18,2,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
644,T1567.004,0,0,0,0,0,0,1,0,0,0,0,0,,T1567,exfiltration,Final Impact,S4,1,0.18,5,Application Log: Application Log Content; Command: Command Execution; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content; File: File Access
645,T1569,0,0,0,0,0,0,1,0,0,0,0,0,,T1569,execution,Secondary Intrusion,S3,1,0.18,5,Windows Registry: Windows Registry Key Modification; Process: Process Creation; Service: Service Creation; File: File Modification; Command: Command Execution
646,T1574.005,0,0,0,0,0,0,0,1,0,0,0,0,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,1,0.18,5,Service: Service Metadata; File: File Modification; File: File Creation; Process: Process Creation; Module: Module Load
647,T1578,0,0,0,0,0,0,1,0,0,0,0,0,,T1578,defense-evasion,Secondary Action,S2,1,0.18,15,Instance: Instance Metadata; Instance: Instance Stop; Snapshot: Snapshot Creation; Volume: Volume Modification; Instance: Instance Modification; Instance: Instance Creation; Volume: Volume Metadata; Instance: Instance Start; Cloud Service: Cloud Service Metadata; Volume: Volume Creation; Snapshot: Snapshot Modification; Snapshot: Snapshot Metadata; Volume: Volume Deletion; Snapshot: Snapshot Deletion; Instance: Instance Deletion
648,T1578.004,0,0,0,0,0,1,1,0,0,0,0,0,,T1578,defense-evasion,Secondary Action,S2,1,0.18,4,Instance: Instance Start; Instance: Instance Metadata; Instance: Instance Stop; Instance: Instance Modification
649,T1578.005,0,0,0,0,0,0,1,0,0,0,0,0,,T1578,defense-evasion,Secondary Action,S2,1,0.18,1,Cloud Service: Cloud Service Modification
650,T1584.007,0,0,0,0,0,0,1,0,0,0,0,0,,T1584,resource-development,Preparation,S0,1,0.18,1,Internet Scan: Response Content
651,T1586,0,0,0,0,0,0,1,0,0,0,0,0,,T1586,resource-development,Preparation,S0,1,0.18,2,Persona: Social Media; Network Traffic: Network Traffic Content
652,T1588,0,0,0,0,0,0,1,0,0,0,0,0,,T1588,resource-development,Preparation,S0,1,0.18,4,Certificate: Certificate Registration; Malware Repository: Malware Metadata; Internet Scan: Response Content; Malware Repository: Malware Content
653,T1588.007,0,0,0,0,0,0,1,0,0,0,0,0,,T1588,resource-development,Preparation,S0,1,0.18,0,
654,T1590.002,0,0,0,0,0,0,1,0,0,0,0,0,,T1590,reconnaissance,Preparation,S0,1,0.18,0,
655,T1590.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1590,reconnaissance,Preparation,S0,1,0.18,0,
656,T1591.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1591,reconnaissance,Preparation,S0,1,0.18,0,
657,T1592.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1592,reconnaissance,Preparation,S0,1,0.18,1,Internet Scan: Response Content
658,T1592.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1592,reconnaissance,Preparation,S0,1,0.18,0,
659,T1596.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1596,reconnaissance,Preparation,S0,1,0.18,0,
660,T1596.002,0,0,0,0,0,0,1,0,0,0,0,0,,T1596,reconnaissance,Preparation,S0,1,0.18,0,
661,T1596.003,0,0,0,0,0,0,1,0,0,0,0,0,,T1596,reconnaissance,Preparation,S0,1,0.18,0,
662,T1596.004,0,0,0,0,0,0,1,0,0,0,0,0,,T1596,reconnaissance,Preparation,S0,1,0.18,0,
663,T1597.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1597,reconnaissance,Preparation,S0,1,0.18,0,
664,T1599.001,0,0,0,0,0,0,1,0,0,0,0,0,,T1599,defense-evasion,Secondary Action,S2,1,0.18,2,Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content
665,T1600,0,0,0,0,0,1,1,0,0,0,0,0,,T1600,defense-evasion,Secondary Action,S2,1,0.18,1,File: File Modification
